MSG	TID	OLD_DEBUG	OLD_RELEASE
"BomberClone错误消息处理远程缓冲区溢出攻击"	10356	d:10388	NONE
"Novell ZENworks Desktop/Server管理远程缓冲区溢出攻击"	10357	d:10389	NONE
"SoftCart SoftCart.exe CGI远程缓冲区溢出攻击"	10358	d:10390	NONE
"PoPToP PPTP read()参数负值远程缓冲区溢出攻击"	10359	d:10391	NONE
"CA BrightStor ARCserve Backup UniversalAgent缓冲区溢出变种攻击1"	10360	d:10392	NONE
"CA BrightStor ARCserve Backup UniversalAgent缓冲区溢出变种攻击2"	10361	d:10393	NONE
"CA BrightStor ARCserve Backup UniversalAgent缓冲区溢出变种攻击3"	10362	d:10394	NONE
"CA BrightStor ARCserve Backup UniversalAgent缓冲区溢出变种攻击4"	10363	d:10395	NONE
"CA BrightStor ARCserve Backup UniversalAgent缓冲区溢出变种攻击5"	10364	d:10396	NONE
"CA BrightStor ARCserve Backup UniversalAgent缓冲区溢出攻击"	10365	d:10397	NONE
"CA License Server GETCONFIG请求缓冲区溢出变种攻击1"	10366	d:10398	NONE
"CA License Client GETCONFIG请求缓冲区溢出攻击"	10367	d:10399	NONE
"Veritas Backup CLIENT_AUTH远程缓冲区溢出攻击"	10368	d:10400	NONE
"Apache Mod_Rewrite模块单字节缓冲区溢出攻击"	10369	d:10401	NONE
"NIPrint LPD打印服务远程缓冲区溢出攻击"	10370	d:10402	NONE
"Windows Rpc DCOM 路径名远程缓冲区溢出攻击"	10371	d:10403	r:10403
"Symantec Antivirus Rtvscan.exe远程栈溢出攻击"	10372	d:10404	r:10404
"Microsoft SQLXML ISAPI远程缓冲区溢出攻击"	10373	d:10405	r:10405
"CA Brightstor Backup Mediasvr.exe远程指令执行变种攻击1"	10374	d:10407	r:10407
"CA Brightstor Backup Mediasvr.exe远程指令执行变种攻击2"	10375	d:10408	r:10408
"CA Brightstor Backup Mediasvr.exe远程指令执行变种攻击3"	10376	d:10409	r:10409
"CA Brightstor Backup Mediasvr.exe远程指令执行攻击"	10377	d:10410	r:10410
"IMAP SUBSCRIBE超长参数远程缓冲区溢出攻击"	10378	d:10411	r:10411
"Microsoft Windows UPnP远程栈溢出攻击"	10379	d:10412	r:10412
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击1"	10380	d:10413	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击2"	10381	d:10414	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击3"	10382	d:10415	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击4"	10383	d:10416	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击5"	10384	d:10417	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击6"	10385	d:10418	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击7"	10386	d:10419	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击8"	10387	d:10420	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出变种攻击9"	10388	d:10421	NONE
"Oracle 9iAS/10g应用服务器WEB缓冲远程堆溢出攻击"	10389	d:10422	NONE
"3Com TFTP超长传输模式字段远程缓冲区溢出攻击"	10390	d:10423	r:10423
"Microsoft IIS 5.1远程缓冲区溢出攻击"	10391	d:10424	r:10424
"Alt-N WebAdmin USER参数远程溢出攻击"	10392	d:10425	NONE
"Apple iTunes m3u/pls播放列表远程缓冲区溢出攻击"	10393	d:10426	NONE
"NCTsoft NCTAudioFile2 ActiveX控件远程栈溢出变种攻击1"	10394	d:10427	NONE
"NCTsoft NCTAudioFile2 ActiveX控件远程栈溢出攻击"	10395	d:10428	NONE
"Microsoft Internet Explorer对象类型属性缓冲区溢出攻击"	10396	d:10429	NONE
"SAP-DB/MaxDB WebDBM远程缓冲区溢出攻击"	10397	d:10430	r:10431
"SAP-DB/MaxDB WebDBM远程缓冲区溢出攻击"	10398	d:10431	r:10431
"CA BrightStor ARCserve Backup Tape Engine服务远程缓冲区溢出变种攻击1"	10399	d:10432	NONE
"CA BrightStor ARCserve Backup Tape Engine服务远程缓冲区溢出变种攻击2"	10400	d:10433	NONE
"CA BrightStor ARCserve Backup Tape Engine服务远程缓冲区溢出变种攻击3"	10401	d:10434	NONE
"CA BrightStor ARCserve Backup Tape Engine服务远程缓冲区溢出变种攻击4"	10402	d:10435	NONE
"CA BrightStor ARCserve Backup Tape Engine服务远程缓冲区溢出变种攻击5"	10403	d:10436	NONE
"CA BrightStor ARCserve Backup Tape Engine服务远程缓冲区溢出攻击"	10404	d:10437	NONE
"Mozilla Firefox Javascript远程代码执行攻击"	10405	d:10438	NONE
"IMAP APPEND命令超长参数缓冲区溢出攻击"	10406	d:10439	NONE
"FTP PASS命令超长参数缓冲区溢出攻击"	10407	d:10440	NONE
"PuTTy.exe v0.53 缓冲区溢出攻击"	10408	d:10442	NONE
"FTP SIZE命令超长参数远程缓冲区溢出攻击"	10409	d:10443	NONE
"UltraVNC客户端缓冲区溢出攻击"	10410	d:10444	NONE
"FTP LIST命令超长参数远程缓冲区溢出攻击"	10411	d:10445	NONE
"CA BrightStor Agent for Microsoft SQL缓冲区溢出攻击"	10412	d:10446	NONE
"Borland InterBase ibserver.exe远程栈缓冲区溢出变种攻击1"	10413	d:10447	NONE
"Borland InterBase ibserver.exe远程栈缓冲区溢出变种攻击2"	10414	d:10448	NONE
"Borland InterBase ibserver.exe远程栈缓冲区溢出攻击"	10415	d:10449	NONE
"Microsoft IIS 5.0.printer ISAPI扩展映射远程缓冲区溢出攻击"	10416	d:10450	r:10450
"Microsoft IIS 4.0/5.0.asp ISAPI扩展远程缓冲区溢出攻击"	10417	d:10451	r:10451
"IMAP用户认证远程缓冲区溢出攻击"	10418	d:10453	NONE
"Microsoft SQL Server/MSDE扩展存储过程xp_displayparamstmt扫描探测变种攻击1"	10419	d:10454	NONE
"Microsoft SQL Server/MSDE扩展存储过程xp_displayparamstmt扫描探测变种攻击2"	10420	d:10455	NONE
"Microsoft SQL Server/MSDE扩展存储过程xp_displayparamstmt扫描探测攻击"	10421	d:10456	NONE
"Microsoft SQL Server/MSDE扩展存储过程xp_setsqlsecurity扫描探测变种攻击1"	10422	d:10457	NONE
"Microsoft SQL Server/MSDE扩展存储过程xp_setsqlsecurity扫描探测变种攻击2"	10423	d:10458	NONE
"Microsoft SQL Server/MSDE扩展存储过程xp_setsqlsecurity扫描探测攻击"	10424	d:10459	NONE
"Microsoft FrontPage POST请求远程缓冲区溢出攻击"	10425	d:10460	r:10460
"IMAP LIST命令畸形参数远程缓冲区溢出攻击"	10426	d:10461	NONE
"IMAP LIST命令畸形参数远程缓冲区溢出变种攻击1"	10427	d:10462	NONE
"IMAP STATUS命令超长参数远程缓冲区溢出攻击"	10428	d:10463	NONE
"Novell eDirectory Server iMonitor远程缓冲区溢出攻击"	10429	d:10464	NONE
"HTTP 超长Authorization选项远程缓冲区溢出攻击"	10430	d:10465	r:10465
"FTP USER命令超长参数远程缓冲区溢出攻击"	10431	d:10466	NONE
"Microsoft Windows动画光标畸形ANI头远程栈溢出攻击"	10432	d:10467	r:10467
"IMAP CRAM-MD5认证请求缓冲区溢出攻击"	10433	d:10468	r:10468
"Microsoft Windows恶意.lnk文件邮件附件传播攻击"	10434	d:10469	r:10469
"Microsoft Windows恶意.lnk文件邮件附件传播变种攻击1"	10435	d:10470	r:10470
"Microsoft Visual Studio.NET msdds.dll远程代码执行攻击"	10436	d:10471	r:10471
"Microsoft Windows图形渲染引擎恶意WMF文档邮件附件传播攻击"	10437	d:10472	r:10472
"Macromedia Shockwave 10 SWDIR.DLL ActiveX控件远程拒绝服务攻击"	10438	d:10473	NONE
"Macromedia Shockwave 10 SWDIR.DLL ActiveX控件远程拒绝服务变种攻击1"	10439	d:10474	NONE
"Microsoft IE ADODB.Connection对象Execute函数内存破坏攻击"	10440	d:10475	NONE
"Microsoft IE ADODB.Connection对象Execute函数内存破坏变种攻击1"	10441	d:10476	NONE
"Microsoft MDAC RDS.Dataspace ActiveX控件远程代码执行攻击"	10442	d:10477	r:10477
"Microsoft IE畸形VML文档处理缓冲区溢出攻击"	10443	d:10478	r:10478
"HP Mercury Quality Center ActiveX控件远程栈溢出攻击"	10444	d:10479	NONE
"HP Mercury Quality Center ActiveX控件远程栈溢出变种攻击1"	10445	d:10480	NONE
"WinZip FileView ActiveX控件远程栈溢出攻击"	10446	d:10481	NONE
"WinZip FileView ActiveX控件远程栈溢出变种攻击1"	10447	d:10482	NONE
"Gatecrasher木马连接操作"	10448	d:10483	r:10483
"DDOS Trinoo主控端回应操作"	10449	d:10484	NONE
"DDOS Stacheldraht服务器回应操作"	10450	d:10485	NONE
"PhaseZero木马连接操作"	10451	d:10486	r:10486
"Hack a tack木马连接操作"	10452	d:10487	r:10487
"WinCrash 1.0木马连接操作"	10453	d:10488	r:10488
"CDK木马连接操作"	10454	d:10489	r:10489
"wollf变种1木马连接操作"	10455	d:10490	r:10490
"BackOrifice 2000木马连接操作"	10456	d:10491	r:10491
"BackConstruction/Noknok木马连接操作"	10457	d:10492	r:10492
"WinCrash 2.0木马连接操作"	10458	d:10493	r:10493
"DDOS Stacheldraht服务器回应"	10459	d:10494	NONE
"DDOS Shaft主控端和分布端通信"	10460	d:10496	NONE
"DDOS Shaft分布端和主控端通信"	10461	d:10497	NONE
"DDOS TFN服务器端回应"	10462	d:10498	NONE
"DDOS Trinoo变种1客户端连接操作"	10463	d:10499	NONE
"DDOS Trinoo变种2客户端连接操作"	10464	d:10500	NONE
"DDOS Trinoo变种3客户端连接操作"	10465	d:10501	NONE
"DDOS Trinoo客户端连接操作"	10466	d:10502	NONE
"Backage木马连接操作"	10467	d:10503	r:10503
"Blade Runner木马连接操作"	10468	d:10504	r:10504
"Dark Connection Inside木马连接操作"	10469	d:10505	r:10505
"Forced Entry木马连接操作"	10470	d:10506	r:10506
"Ghost变种1木马连接操作"	10471	d:10507	r:10507
"Millenium木马连接操作"	10472	d:10508	r:10508
"Mini Oblivion木马连接操作"	10473	d:10509	r:10509
"Nirvana木马连接操作"	10474	d:10510	r:10510
"One木马连接操作"	10475	d:10511	r:10511
"Satans木马连接操作"	10476	d:10512	r:10512
"Transmission Scout木马连接操作"	10477	d:10513	r:10513
"Ullysse木马连接操作"	10478	d:10514	r:10514
"Undetected木马连接操作"	10479	d:10515	r:10515
"Yesadvertising Banking木马连接操作"	10480	d:10516	r:10516
"Wow23木马连接操作"	10481	d:10517	r:10517
"网络神偷木马后门UDP协议连接操作"	10482	d:10518	r:10518
"NCPH木马连接操作"	10483	d:10519	r:10519
"Bandook木马连接操作"	10484	d:10520	r:10520
"Nuclear RAT木马连接操作"	10485	d:10521	r:10521
"NetAngel木马连接操作"	10486	d:10522	r:10522
"ZXShell木马通信操作"	10487	d:10523	r:10523
"Furax木马连接操作"	10488	d:10524	r:10524
"漏洞扫描器Cybercop Scanner模拟UDP BOMB攻击"	10489	d:10525	NONE
"Reilly WebSite win-c-sample.exe 扫描探测攻击"	10490	d:10526	NONE
"NCSA post-query程序扫描探测攻击"	10491	d:10527	NONE
"Matt Tourtillott maillist.pl脚本扫描探测攻击"	10492	d:10528	NONE
"WebPALS pals-cgi 扫描探测攻击"	10493	d:10529	NONE
"IBM Net.Commerce orderdspc.d2w扫描探测攻击"	10494	d:10530	NONE
"FINGER 查询root用户攻击"	10495	d:10531	NONE
"CyberKit PING操作"	10496	d:10532	NONE
"漏洞扫描器ISS Scanner PING操作"	10497	d:10533	r:10533
"Solaris Rpc.bootparamd服务UDP扫描探测攻击"	10498	d:10535	NONE
"Solaris Rpc.admind服务UDP扫描探测攻击"	10499	d:10539	NONE
"Solaris Rpc.rusersd服务TCP扫描探测攻击"	10500	d:10540	NONE
"漏洞扫描器ISS扫描FTP服务尝试登录"	10501	d:10541	r:10541
"漏洞扫描器Saint扫描FTP服务"	10502	d:10542	r:10542
"漏洞扫描器SATAN扫描FTP服务"	10503	d:10543	r:10543
"网络嗅探工具Sniffer Pro/NetXRay PING操作"	10504	d:10544	r:10544
"漏洞扫描器ADM-FTP扫描FTP服务"	10505	d:10545	r:10545
"BNB survey.cgi远程任意命令执行攻击"	10506	d:10546	NONE
"BNBForm bnbform.cgi远程文件获取攻击"	10507	d:10547	NONE
"Rod Clark sendform.cgi脚本扫描探测攻击"	10508	d:10548	NONE
"Solaris Rpc.bootparamd服务TCP扫描探测攻击"	10509	d:10549	NONE
"Solaris Rpc.ypserv服务TCP扫描探测攻击"	10510	d:10551	NONE
"Solaris Rpc.admind服务TCP扫描探测攻击"	10511	d:10552	NONE
"Solaris Rpc.rstatd服务TCP扫描探测攻击"	10512	d:10553	NONE
"Solaris Rpc.rexd服务TCP扫描探测攻击"	10513	d:10554	NONE
"Solaris Rpc.nisd服务TCP扫描探测攻击"	10514	d:10555	NONE
"漏洞扫描器Cybercop Scanner Web服务探测"	10515	d:10556	NONE
"漏洞扫描器Cybercop Scanner EXPN命令探测SMTP服务"	10516	d:10557	NONE
"漏洞扫描器Cybercop Scanner EHLO命令探测SMTP服务"	10517	d:10558	NONE
"AdMentor 脚本扫描探测攻击"	10518	d:10559	NONE
"Extropia WebStore目录遍历攻击"	10519	d:10560	NONE
"Ans.pl脚本扫描探测攻击"	10520	d:10561	NONE
"SIX-webboard generate.cgi脚本扫描探测攻击"	10521	d:10562	NONE
"CGIScript.net cspassword.cgi脚本扫描探测攻击"	10522	d:10563	r:10563
"password.cgi.tmp扫描探测攻击"	10523	d:10564	r:10564
"端口扫描器Superscan PING操作"	10524	d:10565	r:10565
"Messagerie supp_membre.php脚本扫描探测攻击"	10525	d:10566	NONE
"Oracle Reports Server rwcgi60脚本扫描探测攻击"	10526	d:10567	NONE
"chetcpasswd.cgi脚本扫描探测攻击"	10527	d:10568	NONE
"BLNews objects.inc.php4 脚本扫描探测攻击"	10528	d:10569	NONE
"MatrikzGB Guestbook脚本探测攻击"	10529	d:10570	NONE
"Microsoft SQL Server预验证远程探测操作"	10530	d:10571	NONE
"FINGER pipe任意指令执行攻击"	10531	d:10574	NONE
"Ws_ftp.ini文件访问操作"	10532	d:10577	NONE
"Microsoft IIS newdsn.exe脚本漏洞扫描探测"	10533	d:10578	NONE
"PeopleSoft PeopleTools psdoccgi.exe CGI程序漏洞扫描探测"	10534	d:10579	NONE
"Oracle 9i TNS单字节包拒绝服务攻击"	10535	d:10580	r:10580
"Netscape Enterprise Server REVLOG远程拒绝服务攻击"	10536	d:10581	r:10581
"Allaire JRun Servlet远程拒绝服务攻击"	10537	d:10582	r:10582
"TransSoft FTP-Broker远程拒绝服务攻击"	10538	d:10583	r:10583
"Ascend UDP/9端口拒绝服务攻击"	10539	d:10584	NONE
"TCP/IP ICMP重置连接拒绝服务攻击"	10540	d:10585	r:10585
"Microsoft Systems Management Server远程拒绝服务攻击"	10541	d:10586	r:10586
"Microsoft WINS内存覆盖任意指令执行攻击"	10542	d:10587	r:10587
"MySQL CREATE FUNCTION LIBC函数库插入执行代码攻击"	10543	d:10588	r:10588
"MySQL/Windows CREATE FUNCTION功能目录遍历攻击"	10544	d:10589	r:10589
"Nullsoft SHOUTcast请求远程格式串攻击"	10545	d:10590	r:10590
"HP OpenView OmniBack非授权命令执行攻击"	10546	d:10591	r:10591
"Solaris LPD远程命令执行攻击"	10547	d:10592	r:10592
"DistCC守护程序远程命令执行攻击"	10548	d:10593	r:10593
"SunOS 5.10/5.11 TELNET服务绕过认证访问攻击"	10549	d:10594	NONE
"Helix Server DESCRIBE远程堆溢出攻击"	10550	d:10595	r:10595
"MIT Kerberos 5 Telnet绕过认证访问攻击"	10551	d:10596	r:10596
"Serv-U FTP远程目录遍历攻击"	10552	d:10597	r:10597
"Apache Tomcat Snoop Servlet远程获取信息攻击"	10553	d:10598	r:10598
"Microsoft IIS 5.0 Translate头标记获取源码攻击"	10554	d:10600	r:10600
"Veritas Backup Exec For Windows/NetWare内置口令访问攻击"	10555	d:10601	r:10601
"WEB-INF目录访问操作"	10556	d:10602	NONE
"ICMP ECHO超长报文攻击"	10557	d:10603	NONE
"FTP服务客户端登录操作"	10558	d:10610	NONE
"FTP服务用户登陆认证失败"	10559	d:10611	NONE
"SMTP服务邮件转发失败"	10560	d:10612	NONE
"RSH ROOT用户认证操作"	10561	d:10613	NONE
"RLOGIN ROOT用户认证操作"	10562	d:10614	NONE
"FTP服务客户端访问.shosts文件操作"	10563	d:10615	NONE
"FTP服务客户端访问.forward文件操作"	10564	d:10616	NONE
"TFTP服务客户端获取服务器上一级目录文件操作"	10565	d:10618	NONE
"TFTP服务客户端获取服务器根目录文件操作"	10566	d:10619	NONE
"TELNET ROOT用户登录认证失败"	10567	d:10620	NONE
"TELNET SU命令执行失败操作"	10568	d:10621	NONE
"SMTP服务用户名口令猜解操作"	10569	d:10622	NONE
"Microsoft SQL Server xp_cmdshell存储过程执行命令攻击"	10570	d:10623	r:10623
"Oracle 9i默认配置文件XSQLConfig.xml操作"	10571	d:10624	NONE
"Netscape SuiteSpot管理员口令文件操作"	10572	d:10625	NONE
"FTP Bounce跳转攻击"	10573	d:10627	NONE
"TELNET ld_library_path环境变量操作"	10574	d:10628	NONE
"Windows PcAnywhere 管理员远程登录"	10575	d:10629	NONE
"ICMP路由请求消息"	10576	d:10630	NONE
"Adware delfin media连接安装服务"	10577	d:10631	NONE
"Windows Adware GameSpy Arcade下载安装程序"	10578	d:10632	NONE
"Kadmind 缓冲区溢出攻击变种攻击1"	10579	d:10633	NONE
"Kadmind 缓冲区溢出攻击攻击"	10580	d:10634	NONE
"Fucktrojan1.2木马连接操作_tag"	10581	d:10635	NONE
"Fucktrojan1.2木马变种1连接操作"	10582	d:10636	NONE
"Factory木马变种1连接操作"	10583	d:10637	NONE
"Factory木马变种2连接操作"	10584	d:10638	NONE
"Factory木马变种3连接操作"	10585	d:10639	NONE
"Factory木马变种4连接操作"	10586	d:10640	NONE
"Factory木马变种5连接操作"	10587	d:10641	NONE
"Factory木马变种6连接操作"	10588	d:10642	NONE
"Factory木马变种7连接操作"	10589	d:10643	NONE
"Factory木马连接操作"	10590	d:10644	NONE
"Grilfriend木马变种1连接操作"	10591	d:10645	NONE
"Grilfriend木马连接操作"	10592	d:10646	NONE
"Glacier木马连接操作"	10593	d:10647	NONE
"Glacier木马变种1连接操作"	10594	d:10648	NONE
"Globalkiller1.0 木马连接操作"	10595	d:10649	r:10649
"Globalkiller1.0 木马变种1连接操作"	10596	d:10650	NONE
"Guptachar 2.0木马连接操作"	10597	d:10651	NONE
"Gwboy 0.92木马连接操作_tag"	10598	d:10652	NONE
"Hanky panky 1.1木马变种1连接操作"	10599	d:10653	NONE
"Hanky panky 1.1木马变种2连接操作"	10600	d:10654	NONE
"Hanky panky 1.1木马连接操作"	10601	d:10655	NONE
"Hatredfriend 文件管理执行操作"	10602	d:10657	NONE
"Hatredfriend 文件管理连接操作"	10603	d:10658	NONE
"Helios 3.1 木马连接操作"	10604	d:10659	NONE
"Hellzaddiction v1.0e 木马变种1连接操作"	10605	d:10660	NONE
"Hellzaddiction v1.0e 木马变种2连接操作"	10606	d:10661	NONE
"Hellzaddiction v1.0e 木马连接操作"	10607	d:10662	NONE
"HidePak 木马连接操作"	10608	d:10663	NONE
"HideSource 木马连接操作"	10609	d:10664	NONE
"Hornet 1.0木马变种1连接操作"	10610	d:10665	NONE
"Hornet 1.0木马变种2连接操作"	10611	d:10666	NONE
"Hornet 1.0木马变种3连接操作"	10612	d:10667	NONE
"Hornet 1.0木马变种4连接操作"	10613	d:10668	NONE
"Hornet 1.0木马变种5连接操作"	10614	d:10669	NONE
"Hornet 1.0木马变种6连接操作"	10615	d:10670	NONE
"Hornet 1.0木马连接操作"	10616	d:10671	NONE
"Hrat 1.0木马变种1连接操作"	10617	d:10672	NONE
"远程管理特洛伊木马(rat)-http操作"	10618	d:10673	r:10673
"远程管理特洛伊木马(rat)-smtp操作"	10619	d:10674	r:10674
"Illusion木马-客户端到服务端文件浏览器"	10620	d:10675	NONE
"Illusion木马-客户端到服务端得到远程信息"	10621	d:10676	NONE
"Illusion木马-服务端到客户端文件浏览器"	10622	d:10677	NONE
"Illusion木马-服务端到客户端得到远程信息"	10623	d:10678	NONE
"Incommand 1.7木马变种1连接操作"	10624	d:10679	NONE
"Incommand 1.7木马变种2连接操作"	10625	d:10680	NONE
"Incommand 1.7木马变种3连接操作"	10626	d:10681	NONE
"Incommand 1.7木马变种4连接操作"	10627	d:10682	NONE
"Incommand 1.7木马变种5连接操作"	10628	d:10683	NONE
"Incommand 1.7木马连接操作"	10629	d:10684	NONE
"Infector v1.6木马客户端连接服务器请求"	10630	d:10685	NONE
"Infector v1.0木马连接操作"	10631	d:10686	NONE
"Infector v1.0木马变种1连接操作"	10632	d:10687	NONE
"Infector v1.0木马变种2连接操作"	10633	d:10688	NONE
"Insane Network 4.0木马变种1连接操作"	10634	d:10689	r:10690
"Insane Network 4.0木马变种1连接操作"	10635	d:10690	r:10690
"Insurrection 1.1.0木马变种1连接操作"	10636	d:10691	r:10691
"Insurrection 1.1.0木马连接操作"	10637	d:10692	r:10692
"Insurrection 1.1.0木马变种1连接操作"	10638	d:10693	r:10693
"Insurrection 1.1.0木马连接操作"	10639	d:10694	r:10694
"Joker ddos v1.0.1木马变种1连接操作"	10640	d:10695	NONE
"Joker ddos v1.0.1木马变种2连接操作"	10641	d:10696	r:10696
"Joker ddos v1.0.1木马变种3连接操作"	10642	d:10697	NONE
